Artist,Nationality,Gender,BeginDate,EndDate,Museum,Ethnicity,SmallMuseum,Race
Agostino Masucci,Unknown,Male,Unknown,Unknown,Art Institute of Chicago,Unknown,No,White
Agostino dei Musi,Unknown,Male,Unknown,Unknown,National Gallery of Art,Unknown,No,White
Agosto Machado,Unknown,Unknown,0.0,0.0,Museum of Modern Art,Unknown,No,Unknown
Agricola Carl Joseph Alois,Unknown,Male,Unknown,Unknown,Philadelphia Museum of Art,Unknown,No,White
Agustin del Pino,Unknown,Male,Unknown,Unknown,Denver Art Museum,Hispanic,No,Unknown
Agustino Veneziano,Unknown,Male,Unknown,Unknown,Detroit Institute of Arts,Unknown,No,White
Agustín Fernández,Cuban,Male,Unknown,Unknown,Museum of Modern Art,Unknown,No,Unknown
Agustín Hernández Navarro,Mexican,Male,1924.0,0.0,Museum of Modern Art,Unknown,No,Unknown
Ah Leon,Unknown,Male,Unknown,Unknown,Museum of Fine Arts Houston,Unknown,No,Asian
Ahlgren Steven,Unknown,Male,Unknown,Unknown,Philadelphia Museum of Art,Unknown,No,Unknown
Ahmed Morsi,Egyptian,Male,1930.0,0.0,Museum of Modern Art,Unknown,No,Unknown
Ahmed Yacoubi,Moroccan,Male,1928.0,1985.0,Museum of Modern Art,Unknown,No,Unknown
Ahron Ben-Shmuel,American,Male,1903.0,1984.0,Museum of Modern Art,Unknown,No,Unknown
Aida Carballo,Argentine,Female,0.0,0.0,Museum of Modern Art,Unknown,No,Unknown
Aida Vaisman,Argentine,Female,0.0,1940.0,Museum of Modern Art,Unknown,No,Unknown
Aiden Lassell Ripley,Unknown,Male,Unknown,Unknown,Museum of Fine Art Boston,Unknown,No,White
Aijiro Wakita,Japanese,Male,1942.0,0.0,Museum of Modern Art,Unknown,No,Unknown
AimAC Civiale,Unknown,Male,Unknown,Unknown,Nelson-Atkins Museum of Art,Unknown,No,White
AimAC-Jules Dalou,Unknown,Male,Unknown,Unknown,High Museum of Art,Unknown,No,White
Aimé Félix Del Marle,French,Male,1889.0,1952.0,Museum of Modern Art,Unknown,No,Unknown
Aimé Mpane,Unknown,Male,Unknown,Unknown,The Phillips Collection,Congolese,Yes,Unknown
Akesuk Tudlik,Canadian Inuit,Male,1890.0,1966.0,Museum of Modern Art,Unknown,No,Unknown
Aki Inomata,Japanese,Female,1983.0,0.0,Museum of Modern Art,Unknown,No,Unknown
Akihiko Tsukamoto,Japanese,Male,1952.0,0.0,Museum of Modern Art,Unknown,No,Unknown
Akihiro Kaneko,Japanese,Male,1961.0,0.0,Museum of Modern Art,Unknown,No,Unknown
Akihisa Hirata,Japanese,Unknown,1971.0,0.0,Museum of Modern Art,Unknown,No,Unknown
Akiko Shirai,Japanese,Female,0.0,0.0,Museum of Modern Art,Unknown,No,Unknown
Akiko Tobu,Unknown,Unknown,Unknown,Unknown,San Francisco Museum of Modern Art,Unknown,No,Asian
Akinbode Akinbiyi,Nigerian,Male,Unknown,Unknown,Museum of Modern Art,Unknown,No,Unknown
Akio Okumura,Japanese,Male,0.0,0.0,Museum of Modern Art,Unknown,No,Unknown
Akira Inada,Japanese,Male,1949.0,0.0,Museum of Modern Art,Unknown,No,Unknown
Akira Kanayama,Unknown,Male,Unknown,Unknown,Art Institute of Chicago,Unknown,No,Asian
Akira Kono,Japanese,Male,0.0,0.0,Museum of Modern Art,Unknown,No,Unknown
Akira Kurosaki,Japanese,Male,1937.0,0.0,Museum of Modern Art,Unknown,No,Unknown
Akira Matsumoto,Japanese,Male,1936.0,0.0,Museum of Modern Art,Unknown,No,Unknown
Akira Miyoshi,Japanese,Male,1919.0,0.0,Museum of Modern Art,Unknown,No,Unknown
Akiyama Buemon,Unknown,Unknown,Unknown,Unknown,Rhode Island School of Design Museum,Unknown,No,Asian
Akiyama Buemon ,Unknown,Male,Unknown,Unknown,Los Angeles County Museum of Art,Unknown,No,Asian
Akiyama Yo,Unknown,Male,Unknown,Unknown,Museum of Fine Arts Houston,Unknown,No,Asian
Akram Zaatari,Lebanese,Male,1966.0,0.0,Museum of Modern Art,Unknown,No,Unknown
Aksel Bender Madsen,Unknown,Male,Unknown,Unknown,Museum of Fine Arts Houston,Unknown,No,White
Akseli Gallen-Kallela,Finnish,Male,1865.0,1931.0,Museum of Modern Art,Unknown,No,Unknown
Aktuální umĕni,Unknown,Unknown,1964.0,0.0,Museum of Modern Art,Unknown,No,Unknown
Al Corchia,American,Male,1935.0,0.0,Museum of Modern Art,Unknown,No,Unknown
Al Hansen,American,Male,1927.0,1995.0,Museum of Modern Art,Unknown,No,Unknown
Al Heenan,American,Male,1909.0,1997.0,Museum of Modern Art,Unknown,No,Unknown
Al Lieberman,American,Male,1939.0,0.0,Museum of Modern Art,Unknown,No,Unknown
Al Loving,American,Male,1935.0,2005.0,Museum of Modern Art,Unknown,No,Unknown
Al Qoyawayma,Unknown,Male,Unknown,Unknown,Denver Art Museum,Other,No,Unknown
Al Souza,American,Male,1944.0,0.0,Museum of Modern Art,Unknown,No,Unknown
Al Taylor,American,Male,1948.0,1999.0,Museum of Modern Art,Unknown,No,Unknown
Ala Ebtekar,Unknown,Male,Unknown,Unknown,Whitney Museum of American Art,Other,No,Unknown
Aladár Richter,Hungarian,Male,1898.0,1950.0,Museum of Modern Art,Unknown,No,Unknown
Alain Huck,Unknown,Male,1957.0,0.0,Museum of Modern Art,Unknown,No,Unknown
Alain Jacquet,French,Male,1939.0,2008.0,Museum of Modern Art,Unknown,No,Unknown
Alain Jans,French,Male,0.0,0.0,Museum of Modern Art,Unknown,No,Unknown
Alain Kirili,French,Male,1946.0,2021.0,Museum of Modern Art,Unknown,No,Unknown
Alain Resnais,French,Male,1922.0,0.0,Museum of Modern Art,Unknown,No,Unknown
Alain Satie,Unknown,Male,Unknown,Unknown,"Metropolitan Museum of Art, New York, NY",Unknown,No,White
Alain Tanner,Swiss,Male,1929.0,0.0,Museum of Modern Art,Unknown,No,Unknown
Alain de La Bourdonnaye,French,Male,1930.0,2016.0,Museum of Modern Art,Unknown,No,Unknown
Alair Gomes,Brazilian,Male,Unknown,Unknown,Museum of Modern Art,Unknown,No,Unknown
Alan Aldridge,British,Male,1943.0,0.0,Museum of Modern Art,Unknown,No,Unknown
Alan Chin,American,Male,1970.0,0.0,Museum of Modern Art,Unknown,No,Unknown
Alan Cote,American,Male,1937.0,0.0,Museum of Modern Art,Unknown,No,Unknown
Alan Fletcher,British,Male,1931.0,0.0,Museum of Modern Art,Unknown,No,Unknown
Alan Green,British,Male,1932.0,0.0,Museum of Modern Art,Unknown,No,Unknown
Alan Herman,American,Male,1947.0,0.0,Museum of Modern Art,Unknown,No,Unknown
Alan J. Pakula,Unknown,Male,Unknown,Unknown,Museum of Modern Art,Unknown,No,White
Alan Kessler,American,Male,1945.0,0.0,Museum of Modern Art,Unknown,No,Unknown
Alan Randall Best,Canadian,Male,1958.0,0.0,Museum of Modern Art,Unknown,No,Unknown
Alan Rath,Unknown,Male,Unknown,Unknown,Denver Art Museum,Unknown,No,White
Alan Scarritt,American,Male,1945.0,0.0,Museum of Modern Art,Unknown,No,Unknown
Alan Spigelman,American,Male,1939.0,0.0,Museum of Modern Art,Unknown,No,Unknown
Alan Trachtenberg,Unknown,Male,Unknown,Unknown,"Metropolitan Museum of Art, New York, NY",Unknown,No,Unknown
Alan Turner,American,Male,1943.0,0.0,Museum of Modern Art,Unknown,No,Unknown
Alastair (Hans H. Voight),German,Male,1887.0,1969.0,Museum of Modern Art,Unknown,No,Unknown
Alastair Johnston,Unknown,Male,Unknown,Unknown,Los Angeles County Museum of Art,Unknown,No,White
Albano Da Silva Pereira,Unknown,Male,Unknown,Unknown,Museum of Fine Arts Houston,Unknown,No,White
Albee Grace,Unknown,Female,Unknown,Unknown,Philadelphia Museum of Art,Unknown,No,Unknown
Alberico Morena,Italian,Male,0.0,0.0,Museum of Modern Art,Unknown,No,Unknown
Albert (Albert Mentzel) Flocon,French,Male,1909.0,1946.0,Museum of Modern Art,Unknown,No,Unknown
Albert Abramowitz,Unknown,Male,Unknown,Unknown,"Metropolitan Museum of Art, New York, NY",Unknown,No,White
Albert Adam,Unknown,Male,Unknown,Unknown,"Metropolitan Museum of Art, New York, NY",Unknown,No,Unknown
Albert Angus Turbayne,American,Male,1866.0,1940.0,Museum of Modern Art,Unknown,No,Unknown
Albert Baertsoen ,Unknown,Male,Unknown,Unknown,Los Angeles County Museum of Art,Unknown,No,White
Albert Bailey,Unknown,Male,Unknown,Unknown,Museum of Fine Art Boston,Unknown,No,White
Albert Besnard,French,Male,1849.0,1934.0,Museum of Modern Art,Unknown,No,Unknown
Albert Bierstadt,Unknown,Male,Unknown,Unknown,Denver Art Museum,Unknown,No,White
Albert Bloch,American,Male,1882.0,1961.0,Museum of Modern Art,Unknown,No,Unknown
Albert Bobbett,Unknown,Male,Unknown,Unknown,Museum of Fine Art Boston,Unknown,No,White
Albert Chong,Unknown,Male,Unknown,Unknown,Denver Art Museum,Unknown,No,Unknown
Albert Daniel Rutherston,Unknown,Male,Unknown,Unknown,Art Institute of Chicago,Unknown,No,White
Albert Delmont Smith,Unknown,Male,Unknown,Unknown,Detroit Institute of Arts,Unknown,No,White
Albert Dubois-Pillet,French,Male,1846.0,1890.0,Museum of Modern Art,Unknown,No,Unknown
Albert E. Gallatin,Unknown,Male,Unknown,Unknown,High Museum of Art,Unknown,No,White
Albert E. Schaaf ,Unknown,Male,Unknown,Unknown,Los Angeles County Museum of Art,Unknown,No,Unknown
Albert E. Yersin,Swiss,Male,1905.0,1984.0,Museum of Modern Art,Unknown,No,Unknown
Albert Edward Edenshaw,Unknown,Male,Unknown,Unknown,Nelson-Atkins Museum of Art,Other,No,Unknown
Albert Eugene Gallatin,Unknown,Male,Unknown,Unknown,Museum of Fine Arts Houston,Unknown,No,Unknown
Albert Fenn,American,Male,1912.0,1995.0,Museum of Modern Art,Unknown,No,Unknown
Albert Fennar,American,Male,1938.0,2018.0,Museum of Modern Art,Unknown,No,Unknown
Albert Fuss,German,Male,1889.0,1969.0,Museum of Modern Art,Unknown,No,Unknown
Albert Guillaume,French,Male,1873.0,1942.0,Museum of Modern Art,Unknown,No,Unknown
Albert Henry King ,Unknown,Male,Unknown,Unknown,Los Angeles County Museum of Art,Unknown,No,White
Albert J. Moores,Unknown,Male,Unknown,Unknown,"Metropolitan Museum of Art, New York, NY",Unknown,No,White
Albert J. Winn,Unknown,Male,Unknown,Unknown,Museum of Fine Arts Houston,Unknown,No,White
Albert Kahn,American,Male,1869.0,1942.0,Museum of Modern Art,Unknown,No,Unknown
Albert Lesage ,Unknown,Male,Unknown,Unknown,Los Angeles County Museum of Art,Unknown,No,White
Albert M. Fine,American,Male,1932.0,1987.0,Museum of Modern Art,Unknown,No,Unknown
Albert Marquet,French,Male,1875.0,1947.0,Museum of Modern Art,Unknown,No,Unknown
Albert Nagele,American,Male,1935.0,0.0,Museum of Modern Art,Unknown,No,Unknown
Albert Newall,British,Male,1920.0,1989.0,Museum of Modern Art,Unknown,No,Unknown
Albert Oehlen,German,Male,1954.0,0.0,Museum of Modern Art,Unknown,No,Unknown
Albert Oehlen ,Unknown,Male,Unknown,Unknown,Los Angeles County Museum of Art,Unknown,No,White
Albert Potter,Unknown,Male,Unknown,Unknown,National Gallery of Art,Unknown,No,Unknown
Albert Rosenthal,Unknown,Male,Unknown,Unknown,Detroit Institute of Arts,Unknown,No,White
Albert Rudomine,French,Male,1892.0,1975.0,Museum of Modern Art,Unknown,No,Unknown
Albert Sands Southworth,Unknown,Male,Unknown,Unknown,San Francisco Museum of Modern Art,Unknown,No,White
Albert Sterner,American,Male,1863.0,1946.0,Museum of Modern Art,Unknown,No,Unknown
Albert Tucker,Australian,Male,1914.0,1999.0,Museum of Modern Art,Unknown,No,Unknown
Albert Urban,American,Male,1909.0,1959.0,Museum of Modern Art,Unknown,No,Unknown
Albert Van Beest,Unknown,Male,Unknown,Unknown,Museum of Fine Art Boston,Unknown,No,White
Albert W. Stevens,Unknown,Male,Unknown,Unknown,Nelson-Atkins Museum of Art,Unknown,No,White
Albert William Heckman,Unknown,Male,Unknown,Unknown,Nelson-Atkins Museum of Art,Unknown,No,White
Albert York,American,Male,1928.0,0.0,Museum of Modern Art,Unknown,No,Unknown
Albert-Christophe Dies,Unknown,Male,Unknown,Unknown,Yale University Art Gallery,Unknown,No,White
Albert-Ernest Carrier de Belleuse,Unknown,Male,Unknown,Unknown,Denver Art Museum,Unknown,No,White
Albert-Ernest Carrier-Belleuse,Unknown,Male,Unknown,Unknown,High Museum of Art,Unknown,No,White
Albert-Jan Pool,Dutch,Male,1960.0,0.0,Museum of Modern Art,Unknown,No,Unknown
Albertino Piazza,Unknown,Male,Unknown,Unknown,Denver Art Museum,Unknown,No,White
Alberto Biasi,Italian,Male,1937.0,0.0,Museum of Modern Art,Unknown,No,Unknown
Alberto Carol,Cuban,Male,Unknown,Unknown,Museum of Modern Art,Unknown,No,Unknown
Alberto Dutary,Panamanian,Male,1932.0,1998.0,Museum of Modern Art,Unknown,No,Unknown
Alberto Garcia Maldonado,Mexican,Male,0.0,0.0,Museum of Modern Art,Unknown,No,Unknown
Alberto Gironella,Mexican,Male,1929.0,1999.0,Museum of Modern Art,Unknown,No,Unknown
Alberto Gironella ,Unknown,Male,Unknown,Unknown,Los Angeles County Museum of Art,Hispanic,No,Unknown
Alberto Greco,Argentine,Male,1931.0,1965.0,Museum of Modern Art,Unknown,No,Unknown
Alberto Korda,Cuban,Male,Unknown,Unknown,Museum of Modern Art,Unknown,No,Unknown
Alberto Magnelli,Italian,Male,1888.0,1971.0,Museum of Modern Art,Unknown,No,Unknown
Alberto Meda,Italian,Male,1945.0,0.0,Museum of Modern Art,Unknown,No,Unknown
Alberto Sani,Italian,Male,1900.0,1964.0,Museum of Modern Art,Unknown,No,Unknown
Alberto da Veiga Guignard,Brazilian,Male,Unknown,Unknown,Museum of Modern Art,Unknown,No,Unknown
Albertus Brondgeest,Unknown,Male,Unknown,Unknown,Museum of Fine Art Boston,Unknown,No,White
Albin Brunovsky,Slovak,Male,0.0,0.0,Museum of Modern Art,Unknown,No,Unknown
Albin Johnson,American,Male,1887.0,1964.0,Museum of Modern Art,Unknown,No,Unknown
Albrecht Adam,Unknown,Male,Unknown,Unknown,Art Institute of Chicago,Unknown,No,White
Albrecht DA?rer,Unknown,Male,Unknown,Unknown,Art Institute of Chicago,Unknown,No,White
Albrecht/d.,German,Male,1944.0,2013.0,Museum of Modern Art,Unknown,No,Unknown
Album-miscellaneous,Unknown,Unknown,0.0,0.0,Museum of Modern Art,Unknown,No,Unknown
Alda Maria Armagni,Argentine,Female,0.0,0.0,Museum of Modern Art,Unknown,No,Unknown
Aldemir Martins,Brazilian,Male,Unknown,Unknown,Museum of Modern Art,Unknown,No,Unknown
Alden B. Dow,American,Male,1904.0,1983.0,Museum of Modern Art,Unknown,No,Unknown
Aldo Augusto de Souza Lima,Brazilian,Male,Unknown,Unknown,Museum of Modern Art,Unknown,No,Unknown
Aldo Bakker,Dutch,Male,1971.0,0.0,Museum of Modern Art,Unknown,No,Unknown
Aldus Manutius,Unknown,Male,Unknown,Unknown,Rhode Island School of Design Museum,Unknown,No,White
Alejandro Cartagena,Unknown,Male,Unknown,Unknown,San Francisco Museum of Modern Art,Hispanic,No,Unknown
Alejandro Cesarco,Uruguayan,Male,1975.0,0.0,Museum of Modern Art,Unknown,No,Unknown
Alejandro Kuropatwa,Argentine,Male,1956.0,2003.0,Museum of Modern Art,Unknown,No,Unknown
Alejandro Mario Yllanes,Bolivian,Male,1913.0,1960.0,Museum of Modern Art,Unknown,No,Unknown
Alejandro Paz Navas,Guatemalan,Male,1975.0,0.0,Museum of Modern Art,Unknown,No,Unknown
Alejandro Puente,Argentine,Male,1933.0,2013.0,Museum of Modern Art,Unknown,No,Unknown
Alejandro Ruiz,Argentine,Male,1958.0,0.0,Museum of Modern Art,Unknown,No,Unknown
Alejandro Xul Solar,Argentine,Male,1887.0,1963.0,Museum of Modern Art,Unknown,No,Unknown
Alek Januszewski,Polish,Male,0.0,0.0,Museum of Modern Art,Unknown,No,Unknown
Aleksander Kobzdej,Polish,Male,1920.0,1972.0,Museum of Modern Art,Unknown,No,Unknown
Aleksandr Arnshtam,Unknown,Male,0.0,0.0,Museum of Modern Art,Unknown,No,Unknown
Aleksandr Deineka,Russian,Male,1899.0,1969.0,Museum of Modern Art,Unknown,No,Unknown
Aleksandr Deneika,Unknown,Male,0.0,0.0,Museum of Modern Art,Unknown,No,Unknown
Aleksandr Petljura,Unknown,Male,0.0,0.0,Museum of Modern Art,Unknown,No,Unknown
Aleksandr Rodchenko,Russian,Male,1891.0,1956.0,Museum of Modern Art,Unknown,No,Unknown
Aleksandr Sauerweid,Unknown,Male,Unknown,Unknown,"Metropolitan Museum of Art, New York, NY",Unknown,No,White
Aleksandr Shevchenko,Russian,Male,1883.0,1948.0,Museum of Modern Art,Unknown,No,Unknown
Aleksandr Surikov,Unknown,Male,0.0,0.0,Museum of Modern Art,Unknown,No,Unknown
Aleksandr Tyshler,Unknown,Male,0.0,0.0,Museum of Modern Art,Unknown,No,Unknown
Aleksandr Ustinov,Russian,Male,1909.0,1995.0,Museum of Modern Art,Unknown,No,Unknown
Aleksandr Vesnin,Russian,Male,1883.0,1959.0,Museum of Modern Art,Unknown,No,Unknown
Aleksandr Volkov,Unknown,Male,0.0,0.0,Museum of Modern Art,Unknown,No,Unknown
Aleksandra Mir,American,Female,1967.0,0.0,Museum of Modern Art,Unknown,No,Unknown
Aleksei Baev,Unknown,Male,0.0,0.0,Museum of Modern Art,Unknown,No,Unknown
Aleksei Den'shin,Unknown,Male,0.0,0.0,Museum of Modern Art,Unknown,No,Unknown
Aleksei Gan,Russian,Male,1889.0,1942.0,Museum of Modern Art,Unknown,No,Unknown
Aleksei Ganin,Unknown,Male,0.0,0.0,Museum of Modern Art,Unknown,No,Unknown
Aleksei Grishchenko,Unknown,Male,0.0,0.0,Museum of Modern Art,Unknown,No,Unknown
Aleksei Kravchenko,Russian,Male,1889.0,1940.0,Museum of Modern Art,Unknown,No,Unknown
Aleksei Kruchenykh,Russian,Male,1886.0,1968.0,Museum of Modern Art,Unknown,No,Unknown
Aleksei Levin,Unknown,Male,0.0,0.0,Museum of Modern Art,Unknown,No,Unknown
Aleksei Remizov,Unknown,Male,1877.0,1957.0,Museum of Modern Art,Unknown,No,Unknown
Alena Kučerová,Czech,Female,1935.0,0.0,Museum of Modern Art,Unknown,No,Unknown
Alessandro Becchi,Italian,Male,1946.0,0.0,Museum of Modern Art,Unknown,No,Unknown
Alessandro Cesati,Unknown,Male,Unknown,Unknown,"Metropolitan Museum of Art, New York, NY",Unknown,No,White
Alessandro Francini,Unknown,Male,Unknown,Unknown,Museum of Fine Art Boston,Unknown,No,White
Alessandro Gherardini,Unknown,Male,Unknown,Unknown,"Metropolitan Museum of Art, New York, NY",Unknown,No,White
Alessandro Magnasco,Unknown,Male,Unknown,Unknown,Detroit Institute of Arts,Unknown,No,White
Alessandro Magris,Unknown,Male,Unknown,Unknown,San Francisco Museum of Modern Art,Unknown,No,White
Alessandro Mendini,Italian,Male,1931.0,0.0,Museum of Modern Art,Unknown,No,Unknown
Alessandro Merli,Unknown,Male,Unknown,Unknown,Yale University Art Gallery,Unknown,No,White
Alessandro Pessoli,Italian,Male,1963.0,0.0,Museum of Modern Art,Unknown,No,Unknown
Alessandro Vitali,Unknown,Male,Unknown,Unknown,Detroit Institute of Arts,Unknown,No,White
Alex Bag,Unknown,Female,Unknown,Unknown,Whitney Museum of American Art,Unknown,No,White
Alex Brown,American,Male,1966.0,0.0,Museum of Modern Art,Unknown,No,Unknown
Alex Colville,Canadian,Male,1920.0,2013.0,Museum of Modern Art,Unknown,No,Unknown
Alex Cox,British,Male,1954.0,0.0,Museum of Modern Art,Unknown,No,Unknown
Alex Dodge,American,Male,1977.0,0.0,Museum of Modern Art,Unknown,No,Unknown
Alex Flett,Scottish,Male,0.0,0.0,Museum of Modern Art,Unknown,No,Unknown
Alex Gairdner,Unknown,Male,Unknown,Unknown,Dallas Museum of Art,Unknown,No,White
Alex Gama,Brazilian,Male,Unknown,Unknown,Museum of Modern Art,Unknown,No,Unknown
Alex Goad,Australian,Male,1989.0,0.0,Museum of Modern Art,Unknown,No,Unknown
Alex Grey,American,Male,1953.0,0.0,Museum of Modern Art,Unknown,No,Unknown
Alex Harris,Unknown,Male,Unknown,Unknown,San Francisco Museum of Modern Art,Unknown,No,White
Alex Hay,American,Male,1930.0,0.0,Museum of Modern Art,Unknown,No,Unknown
Alex Hubbard,American,Male,1975.0,0.0,Museum of Modern Art,Unknown,No,Unknown
Alex J. Ettl,American,Male,1898.0,1992.0,Museum of Modern Art,Unknown,No,Unknown
Alex J. Krupy ,Unknown,Male,Unknown,Unknown,Los Angeles County Museum of Art,Unknown,No,Unknown
Alex Ku,American,Male,1966.0,0.0,Museum of Modern Art,Unknown,No,Unknown
Alex Moulton,British,Male,1920.0,2012.0,Museum of Modern Art,Unknown,No,Unknown
Alex Oris,French,Unknown,0.0,0.0,Museum of Modern Art,Unknown,No,Unknown
Alex Poruchnyk,Unknown,Male,0.0,0.0,Museum of Modern Art,Unknown,No,Unknown
Alex Prager,American,Female,1979.0,0.0,Museum of Modern Art,Unknown,No,Unknown
Alex R. Stavenitz,Russian,Male,1901.0,1960.0,Museum of Modern Art,Unknown,No,Unknown
Alex Walter Diggelmann,Swiss,Male,1902.0,1987.0,Museum of Modern Art,Unknown,No,Unknown
Alex Webb,Unknown,Male,Unknown,Unknown,Museum of Fine Art Boston,Unknown,No,White
Alex. Clement,Unknown,Male,Unknown,Unknown,National Gallery of Art,Unknown,No,White
Alexa Burns,Unknown,Female,Unknown,Unknown,National Gallery of Art,Unknown,No,Unknown
"Alexander ""Skunder"" Boghossian",Ethiopian,Male,Unknown,Unknown,Museum of Modern Art,Unknown,No,Unknown
Alexander Alland,American,Male,1902.0,1989.0,Museum of Modern Art,Unknown,No,Unknown
Alexander Archipenko,American,Male,1887.0,1964.0,Museum of Modern Art,Unknown,No,Unknown
Alexander Bally,American,Male,1938.0,0.0,Museum of Modern Art,Unknown,No,Unknown
Alexander Bogerianoff,Unknown,Male,Unknown,Unknown,"Metropolitan Museum of Art, New York, NY",Unknown,No,White
Alexander Bogomazov,Ukrainian,Male,1880.0,1930.0,Museum of Modern Art,Unknown,No,Unknown
Alexander Buquet,Unknown,Male,Unknown,Unknown,Art Institute of Chicago,Unknown,No,White
Alexander Dobkin,American,Male,1908.0,1975.0,Museum of Modern Art,Unknown,No,Unknown
Alexander Dwight Webb,Unknown,Male,Unknown,Unknown,Whitney Museum of American Art,Unknown,No,White
Alexander E. Harris,American,Male,1949.0,0.0,Museum of Modern Art,Unknown,No,Unknown
Alexander Felch,Austrian,Male,1978.0,0.0,Museum of Modern Art,Unknown,No,Unknown
Alexander Gonda,German,Male,1905.0,1977.0,Museum of Modern Art,Unknown,No,Unknown
Alexander Hammid,American,Male,1907.0,2004.0,Museum of Modern Art,Unknown,No,Unknown
