,Artist,Classification,BeginDate,EndDate,Ethnicity,Museum,Gender,SmallMuseum,Nationality,Race,Decade
315,Alex Hubbard,Print,1975.0,0.0,Unknown,Museum of Modern Art,Male,No,American,Unknown,1970.0
316,Alex Israel,Painting,1982.0,0.0,Unknown,Whitney Museum of American Art,Male,No,American,Unknown,1980.0
317,Alex J. Ettl,Design,1898.0,1992.0,Unknown,Museum of Modern Art,Male,No,American,Unknown,1890.0
318,Alex Katz,Drawing,1927.0,0.0,Unknown,Nelson-Atkins Museum of Art,Male,No,American,White,1920.0
319,Alex Ku,Video,1966.0,0.0,Unknown,Museum of Modern Art,Male,No,American,Unknown,1960.0
320,Alex Moulton,Design,1920.0,2012.0,Unknown,Museum of Modern Art,Male,No,British,Unknown,1920.0
323,Alex Prager,Photograph,1979.0,0.0,Unknown,Museum of Modern Art,Female,No,American,Unknown,1970.0
324,Alex R. Stavenitz,Print,1901.0,1960.0,Unknown,Museum of Modern Art,Male,No,Russian,Unknown,1900.0
325,Alex Walter Diggelmann,Design,1902.0,1987.0,Unknown,Museum of Modern Art,Male,No,Swiss,Unknown,1900.0
328,Alexander Alland,Photograph,1902.0,1989.0,Unknown,Museum of Modern Art,Male,No,American,Unknown,1900.0
329,Alexander Archipenko,Print,1887.0,1964.0,Unknown,Museum of Modern Art,Male,No,American,Unknown,1880.0
330,Alexander Bally,Design,1938.0,0.0,Unknown,Museum of Modern Art,Male,No,American,Unknown,1930.0
331,Alexander Bogomazov,Drawing,1880.0,1930.0,Unknown,Museum of Modern Art,Male,No,Ukrainian,Unknown,1880.0
332,Alexander Brook,Print,1898.0,1980.0,Unknown,Museum of Fine Arts Houston,Male,No,American,White,1890.0
333,Alexander Calder,Illustrated Book,1898.0,1976.0,Unknown,Whitney Museum of American Art,Male,No,American,White,1890.0
334,Alexander Dobkin,Print,1908.0,1975.0,Unknown,Museum of Modern Art,Male,No,American,Unknown,1900.0
335,Alexander E. Harris,Photograph,1949.0,0.0,Unknown,Museum of Modern Art,Male,No,American,Unknown,1940.0
336,Alexander Felch,Print,1978.0,0.0,Unknown,Museum of Modern Art,Male,No,Austrian,Unknown,1970.0
337,Alexander Gardner,Photograph,1821.0,1882.0,Unknown,Yale University Art Gallery,Male,No,American,White,1820.0
338,Alexander Girard,Design,1907.0,1993.0,Unknown,San Francisco Museum of Modern Art,Male,No,American,White,1900.0
339,Alexander Gonda,Drawing,1905.0,1977.0,Unknown,Museum of Modern Art,Male,No,German,Unknown,1900.0
340,Alexander Hammid,Photograph,1907.0,2004.0,Unknown,Museum of Modern Art,Male,No,American,Unknown,1900.0
341,Alexander Henderson,Photograph,1831.0,1913.0,Unknown,Museum of Modern Art,Male,No,Canadian,Unknown,1830.0
342,Alexander Kanoldt,Print,1881.0,1939.0,Unknown,Museum of Modern Art,Male,No,German,Unknown,1880.0
343,Alexander Khomyakov,Architecture,1957.0,0.0,Unknown,Museum of Modern Art,Male,No,Russian,Unknown,1950.0
344,Alexander Kosolopov,Print,1943.0,0.0,Unknown,Museum of Modern Art,Male,No,Russian,Unknown,1940.0
345,Alexander Liberman,Sculpture,1912.0,1999.0,Unknown,Museum of Modern Art,Male,No,American,Unknown,1910.0
346,Alexander Liubimov,Design,1879.0,1955.0,Unknown,Museum of Modern Art,Male,No,Russian,Unknown,1870.0
347,Alexander Olbricht,Print,1876.0,1942.0,Unknown,Museum of Modern Art,Male,No,German,Unknown,1870.0
348,Alexander Roitburd,Video,1961.0,0.0,Unknown,Museum of Modern Art,Male,No,Ukrainian,Unknown,1960.0
349,Alexander Ross,Drawing,1960.0,0.0,Unknown,Museum of Modern Art,Male,No,American,Unknown,1960.0
350,Alexander Semenovitch Shenderov,Print,1897.0,1967.0,Unknown,Museum of Modern Art,Male,No,Russian,Unknown,1890.0
351,Alexander Semenovitch Vedernikov,Print,1898.0,1975.0,Unknown,Museum of Modern Art,Male,No,Russian,Unknown,1890.0
352,Alexander Slussarev,Photograph,1944.0,0.0,Unknown,Museum of Modern Art,Male,No,Russian,Unknown,1940.0
353,Alexander Taylor,Design,1975.0,0.0,Unknown,Museum of Modern Art,Male,No,British,Unknown,1970.0
354,Alexander Z. Kruse,Print,1888.0,1972.0,Unknown,Museum of Modern Art,Male,No,American,Unknown,1880.0
355,Alexander Zossimov,Architecture,1960.0,0.0,Unknown,Museum of Modern Art,Male,No,Russian,Unknown,1960.0
357,Alexandra Clotfelter,Print,1989.0,0.0,Unknown,Museum of Modern Art,Unknown,No,Unknown,Unknown,1980.0
359,Alexandra Exter,Print,1882.0,1949.0,Unknown,Museum of Modern Art,Female,No,Russian,Unknown,1880.0
362,Alexandre Benois,Drawing,1870.0,1960.0,Unknown,Museum of Modern Art,Unknown,No,Russian,Unknown,1870.0
363,Alexandre Lunois,Print,1863.0,1916.0,Unknown,Art Institute of Chicago,Male,No,French,White,1860.0
364,Alexandre Singh,Drawing,1980.0,0.0,Unknown,Museum of Modern Art,Male,No,French,Unknown,1980.0
366,Alexei Alexandrovich Tyapushkin,Painting,1919.0,0.0,Unknown,Museum of Modern Art,Male,No,Russian,Unknown,1910.0
367,Alexei Jawlensky,Painting,1864.0,1941.0,Unknown,Museum of Modern Art,Male,No,Russian,Unknown,1860.0
369,Alexey Brodovitch,Design,1898.0,1971.0,Unknown,Museum of Modern Art,Male,No,American,White,1890.0
370,Alexey Pajitnov,Design,1955.0,0.0,Unknown,Museum of Modern Art,Male,No,Russian,Unknown,1950.0
371,Alexis Gritchenko,Drawing,1883.0,1977.0,Unknown,Museum of Modern Art,Male,No,Ukrainian,Unknown,1880.0
372,Alexis Smith,Drawing,1949.0,2024.0,Unknown,Museum of Contemporary Art,Female,No,American,White,1940.0
373,Alfonso Bialetti,Design,1888.0,1970.0,Unknown,Museum of Modern Art,Male,No,Italian,Unknown,1880.0
374,Alfonso Ossorio,Painting,1916.0,1990.0,Unknown,Museum of Modern Art,Male,No,American,Asian,1910.0
375,Alfonso Ramirez Fajardo,Drawing,1920.0,1969.0,Unknown,Museum of Modern Art,Male,No,Colombian,Unknown,1920.0
376,Alfred A. Hart,Photograph,1816.0,1908.0,Unknown,Museum of Modern Art,Male,No,American,Unknown,1810.0
377,Alfred Capel Cure,Periodical,1826.0,1896.0,Unknown,Museum of Modern Art,Male,No,British,Unknown,1820.0
378,Alfred Choubrac,Design,1853.0,1902.0,Unknown,Museum of Modern Art,Male,No,French,Unknown,1850.0
380,Alfred Eisenstaedt,Photograph,1898.0,1995.0,Unknown,Museum of Modern Art,Male,No,American,Unknown,1890.0
381,Alfred Everitt Orr,Design,1886.0,0.0,Unknown,Museum of Modern Art,Male,No,American,Unknown,1880.0
382,Alfred Fischer,Architecture,1881.0,1950.0,Unknown,Museum of Modern Art,Male,No,German,Unknown,1880.0
383,Alfred H. Maurer,Painting,1868.0,1932.0,Unknown,Museum of Modern Art,Male,No,American,Unknown,1860.0
384,Alfred Hofkunst,Print,1942.0,2004.0,Unknown,Museum of Modern Art,Male,No,Swiss,Unknown,1940.0
385,Alfred Hrdlicka,Print,1928.0,0.0,Unknown,Museum of Modern Art,Male,No,Austrian,Unknown,1920.0
386,Alfred Jarry,Print,1873.0,1907.0,Unknown,Museum of Modern Art,Male,No,French,Unknown,1870.0
387,Alfred Jensen,Drawing,1903.0,1981.0,Hispanic,Museum of Contemporary Art,Male,No,American,Unknown,1900.0
388,Alfred Karl Zlevor,Design,1942.0,0.0,Unknown,Museum of Modern Art,Male,No,Austrian,Unknown,1940.0
390,Alfred Kubin,Illustrated Book,1877.0,1959.0,Unknown,Museum of Modern Art,Male,No,Austrian,Unknown,1870.0
392,Alfred Leslie,Drawing,1927.0,2023.0,Unknown,Museum of Modern Art,Male,No,American,Unknown,1920.0
393,Alfred Lombard,Illustrated Book,1884.0,1973.0,Unknown,Museum of Modern Art,Male,No,French,Unknown,1880.0
394,Alfred Manessier,Painting,1911.0,1993.0,Unknown,Detroit Institute of Arts,Male,No,French,White,1910.0
395,Alfred Pohl,Print,1928.0,0.0,Unknown,Museum of Modern Art,Male,No,German,Unknown,1920.0
396,Alfred Reth,Illustrated Book,1884.0,1966.0,Unknown,Museum of Modern Art,Male,No,Hungarian,Unknown,1880.0
397,Alfred Roller,Design,1864.0,1935.0,Unknown,Museum of Modern Art,Male,No,Austrian,Unknown,1860.0
398,Alfred Seiland,Photograph,1952.0,0.0,Unknown,Museum of Modern Art,Male,No,Austrian,Unknown,1950.0
399,Alfred Stieglitz,Design,1864.0,1946.0,Unknown,High Museum of Art,Male,No,American,White,1860.0
400,Alfred Wallis,Drawing,1855.0,1942.0,Unknown,Museum of Modern Art,Male,No,British,Unknown,1850.0
401,Alfred Willimann,Design,1900.0,1957.0,Unknown,Museum of Modern Art,Male,No,Swiss,Unknown,1900.0
402,Alfred Winter-Rust,Print,1923.0,2000.0,Unknown,Museum of Modern Art,Male,No,German,Unknown,1920.0
403,Alfredo Barbini,Design,1912.0,2007.0,Unknown,Museum of Modern Art,Male,No,Italian,White,1910.0
404,Alfredo Boulton,Photograph,1908.0,1995.0,Unknown,Museum of Modern Art,Male,No,Venezuelan,Unknown,1900.0
405,Alfredo Cortina,Photograph,1903.0,1988.0,Unknown,Museum of Modern Art,Male,No,Venezuelan,Unknown,1900.0
406,Alfredo Guerrero,Print,1936.0,0.0,Unknown,Museum of Modern Art,Male,No,Colombian,Unknown,1930.0
407,Alfredo Guido,Painting,1892.0,1967.0,Unknown,Museum of Modern Art,Male,No,Argentine,Unknown,1890.0
408,Alfredo Hlito,Drawing,1923.0,1993.0,Unknown,Museum of Modern Art,Male,No,Argentine,Unknown,1920.0
409,Alfredo Jaar,Photograph,1956.0,0.0,Hispanic,Museum of Contemporary Art,Male,No,Chilean,Unknown,1950.0
410,Alfredo Martinez,Drawing,1967.0,0.0,Unknown,Museum of Modern Art,Male,No,American,Unknown,1960.0
412,Alfredo Sinclair,Print,1915.0,2014.0,Unknown,Museum of Modern Art,Unknown,No,Panamanian,Unknown,1910.0
413,Alfredo Valente,Photograph,1899.0,1973.0,Unknown,Museum of Modern Art,Male,No,American,Unknown,1890.0
415,Alfredo Zalce,Painting,1908.0,2003.0,Unknown,Museum of Modern Art,Male,No,Mexican,Unknown,1900.0
416,Alfredo da Silva,Print,1935.0,0.0,Unknown,Museum of Modern Art,Male,No,Bolivian,Unknown,1930.0
417,Algernon Newton,Design,1880.0,1968.0,Unknown,Museum of Modern Art,Male,No,British,Unknown,1880.0
418,Algirdas Šeškus,Photograph,1945.0,0.0,Unknown,Museum of Modern Art,Male,No,Lithuanian,Unknown,1940.0
419,Ali Gedik,Print,1972.0,0.0,Unknown,Museum of Modern Art,Male,No,Turkish,Unknown,1970.0
420,Ali Tayar,Design,1959.0,2016.0,Unknown,Denver Art Museum,Male,No,American,Unknown,1950.0
422,Alice Adams,Sculpture,1930.0,0.0,Unknown,Whitney Museum of American Art,Female,No,American,White,1930.0
423,Alice Attie,Drawing,1950.0,0.0,Unknown,Museum of Modern Art,Female,No,American,Unknown,1950.0
425,Alice Aycock,Drawing,1946.0,0.0,Unknown,Museum of Modern Art,Female,No,American,Unknown,1940.0
426,Alice Baber,Painting,1928.0,1982.0,Unknown,Whitney Museum of American Art,Female,No,American,White,1920.0
427,Alice Boughton,Photograph,1865.0,1943.0,Unknown,Museum of Modern Art,Female,No,American,Unknown,1860.0
428,Alice Halicka,Drawing,1895.0,1975.0,Unknown,Museum of Modern Art,Female,No,Polish,Unknown,1890.0
429,Alice Hutchins,Multiple,1916.0,2009.0,Unknown,Museum of Modern Art,Female,No,American,Unknown,1910.0
430,Alice Neel,Drawing,1900.0,1984.0,Unknown,Yale University Art Gallery,Female,No,American,White,1900.0
431,Alice Rahon,Drawing,1904.0,1987.0,Unknown,Museum of Modern Art,Female,No,French,Unknown,1900.0
432,Alice Standish Buell,Print,1892.0,1964.0,Unknown,Museum of Modern Art,Female,No,American,Unknown,1890.0
433,Alice Trumbull Mason,Print,1904.0,1971.0,Unknown,Museum of Modern Art,Female,No,American,Unknown,1900.0
434,Alice von Pechmann,Design,1906.0,0.0,Unknown,Museum of Modern Art,Female,No,American,Unknown,1900.0
435,Alicia Orlandi,Print,1937.0,0.0,Unknown,Museum of Modern Art,Female,No,Argentine,Unknown,1930.0
437,Alighiero Boetti,Print,1940.0,1994.0,Unknown,Dallas Museum of Art,Male,No,Italian,White,1940.0
438,Aligi Sassu,Print,1912.0,2000.0,Unknown,Museum of Modern Art,Male,No,Italian,Unknown,1910.0
439,Alik Cavaliere,Illustrated Book,1926.0,0.0,Unknown,Museum of Modern Art,Male,No,Italian,Unknown,1920.0
440,Alina Szapocznikow,Print,1926.0,1973.0,Unknown,Museum of Contemporary Art,Female,No,Polish,White,1920.0
442,Alirio Palacios,Print,1938.0,2015.0,Unknown,Museum of Modern Art,Male,No,Venezuelan,Unknown,1930.0
443,Alison Knowles,Print,1933.0,0.0,Unknown,Museum of Modern Art,Female,No,American,Unknown,1930.0
444,Alison Rossiter,Photograph,1953.0,0.0,Unknown,Nelson-Atkins Museum of Art,Female,No,American,White,1950.0
445,Alison Saar,Print,1956.0,0.0,Unknown,Whitney Museum of American Art,Female,No,American,White,1950.0
446,Alistair Macready Bell,Print,1913.0,1997.0,Unknown,Museum of Modern Art,Male,No,Canadian,Unknown,1910.0
447,Alix Pearlstein,Video,1962.0,0.0,Unknown,Museum of Modern Art,Female,No,American,Unknown,1960.0
448,Allan Adler,Design,1916.0,2002.0,Unknown,Museum of Modern Art,Male,No,American,Unknown,1910.0
449,Allan Alcorn,Design,1948.0,0.0,Unknown,Museum of Modern Art,Male,No,American,Unknown,1940.0
450,Allan Currall,Print,1965.0,0.0,Unknown,Museum of Modern Art,Male,No,British,Unknown,1960.0
451,Allan D'Arcangelo,Drawing,1930.0,1998.0,Unknown,Whitney Museum of American Art,Male,No,American,White,1930.0
452,Allan Dwan,Work on Paper,1885.0,1982.0,Unknown,Museum of Modern Art,Male,No,Canadian,Unknown,1880.0
453,Allan Gittler (Avraham Bar Rashi),Design,1928.0,2002.0,Unknown,Museum of Modern Art,Male,No,American,Unknown,1920.0
454,Allan Kaprow,Illustrated Book,1927.0,2006.0,Unknown,Whitney Museum of American Art,Male,No,American,White,1920.0
455,Allan McCollum,Illustrated Book,1944.0,0.0,Unknown,High Museum of Art,Male,No,American,White,1940.0
457,Allan Rohan Crite,Drawing,1910.0,2007.0,Unknown,Museum of Modern Art,Male,No,American,Unknown,1910.0
458,Allan Sekula,Photograph,1951.0,2013.0,Unknown,Museum of Modern Art,Male,No,American,Unknown,1950.0
459,Allan Walton,Design,1891.0,1948.0,Unknown,Museum of Modern Art,Male,No,British,Unknown,1890.0
461,Allen A. Dutton,Photograph,1922.0,0.0,Unknown,Museum of Modern Art,Male,No,American,Unknown,1920.0
462,Allen Ginsberg,Photograph,1926.0,1997.0,Unknown,Museum of Fine Arts Houston,Male,No,American,White,1920.0
463,Allen John Bootroyd,Design,1943.0,0.0,Unknown,Museum of Modern Art,Male,No,British,Unknown,1940.0
464,Allen Jones,Print,1937.0,0.0,Unknown,Dallas Museum of Art,Male,No,British,White,1930.0
467,Allen Ruppersberg,Print,1944.0,0.0,Unknown,Museum of Modern Art,Male,No,American,Unknown,1940.0
468,Allyson Strafella,Drawing,1969.0,0.0,Unknown,Museum of Modern Art,Female,No,American,Unknown,1960.0
469,Alma Lavenson,Photograph,1897.0,1989.0,Unknown,Museum of Modern Art,Female,No,American,Unknown,1890.0
470,Alma Woodsey Thomas,Painting,1891.0,1978.0,Unknown,Museum of Modern Art,Female,No,American,Unknown,1890.0
472,Alois Carigiet,Design,1902.0,1985.0,Unknown,Museum of Modern Art,Unknown,No,Swiss,White,1900.0
473,Alois Lichtsteiner,Print,1950.0,0.0,Unknown,Museum of Modern Art,Male,No,Swiss,Unknown,1950.0
474,Aloys Wach,Periodical,1892.0,1940.0,Unknown,Museum of Modern Art,Male,No,Austrian,Unknown,1890.0
476,Alphonse Bertillon,Photograph,1853.0,1914.0,Unknown,Museum of Modern Art,Male,No,French,Unknown,1850.0
477,Alphonse Le Blondel,Photograph,1814.0,1875.0,Unknown,Museum of Modern Art,Male,No,French,Unknown,1810.0
478,Alphonse Levy,Print,1843.0,1918.0,Unknown,Museum of Modern Art,Male,No,French,Unknown,1840.0
479,Alphonse Liébert,Photograph,1827.0,1913.0,Unknown,Museum of Modern Art,Male,No,French,Unknown,1820.0
480,Alphonse Mucha,Print,1860.0,1939.0,Unknown,Museum of Fine Arts Houston,Male,No,Czech,White,1860.0
481,Althea McNish,Design,1924.0,2020.0,Unknown,Museum of Modern Art,Female,No,British,Unknown,1920.0
482,Alton Pickens,Painting,1917.0,1991.0,Unknown,Museum of Modern Art,Male,No,American,Unknown,1910.0
484,Alun Leach-Jones,Print,1937.0,0.0,Unknown,Museum of Modern Art,Male,No,British,Unknown,1930.0
485,Alvar Aalto,Architecture,1898.0,1976.0,Unknown,Museum of Modern Art,Male,No,Finnish,Unknown,1890.0
486,Alvin Baltrop,Photograph,1948.0,2004.0,Unknown,Whitney Museum of American Art,Male,No,American,White,1940.0
487,Alvin Colt,Drawing,1916.0,2008.0,Unknown,Museum of Modern Art,Male,No,American,Unknown,1910.0
488,Alvin Langdon Coburn,Photograph,1882.0,1966.0,Unknown,Nelson-Atkins Museum of Art,Male,No,American,White,1880.0
489,Alvin Lucier,Installation,1931.0,0.0,Unknown,Museum of Modern Art,Male,No,Unknown,Unknown,1930.0
490,Alvin Lustig,Design,1915.0,1955.0,Unknown,Museum of Modern Art,Male,No,American,Unknown,1910.0
491,Alwyn Scott Turner,Photograph,1936.0,0.0,Unknown,Museum of Modern Art,Male,No,American,Unknown,1930.0
493,Alyson Shotz,Multiple,1964.0,0.0,Unknown,High Museum of Art,Female,No,American,Unknown,1960.0
495,Amado Mauprivez Oliver,Design,1896.0,1996.0,Unknown,Museum of Modern Art,Male,No,Spanish,Unknown,1890.0
497,Amalia Pica,Media,1978.0,0.0,Unknown,Museum of Modern Art,Female,No,Argentine,Unknown,1970.0
498,Amanda Levete,Design,1959.0,0.0,Unknown,Museum of Modern Art,Female,No,British,Unknown,1950.0
499,Amanda Ross-Ho,Photograph,1975.0,0.0,Unknown,Museum of Modern Art,Female,No,American,Unknown,1970.0
500,Amanda Williams,Painting,1974.0,0.0,Unknown,Museum of Modern Art,Female,No,American,Unknown,1970.0
501,Amar Kanwar,Video,1964.0,0.0,Unknown,Museum of Modern Art,Male,No,Indian,Unknown,1960.0
502,Amateur Architecture Studio,Architecture,1997.0,0.0,Unknown,Museum of Modern Art,Unknown,No,Chinese,Unknown,1990.0
503,Ambrogio Pozzi,Design,1931.0,2012.0,Unknown,Museum of Modern Art,Male,No,Italian,Unknown,1930.0
504,Amedeo Modigliani,Sculpture,1884.0,1920.0,Unknown,Museum of Modern Art,Male,No,Italian,Unknown,1880.0
506,Amelie von Wulffen,Drawing,1966.0,0.0,Unknown,Museum of Modern Art,Female,No,German,Unknown,1960.0
507,America Sanchez,Photograph,1939.0,0.0,Unknown,Museum of Modern Art,Female,No,Spanish,Unknown,1930.0
508,American Artist,Installation,1989.0,0.0,Unknown,Museum of Modern Art,Unknown,No,American,Unknown,1980.0
509,American Type Founders,Design,1892.0,0.0,Unknown,Museum of Modern Art,Unknown,No,Unknown,Unknown,1890.0
510,Amie Siegel,Architecture,1974.0,0.0,Unknown,Museum of Modern Art,Female,No,American,Unknown,1970.0
514,Amy Arbus,Photograph,1954.0,0.0,Unknown,Museum of Modern Art,Female,No,American,Unknown,1950.0
516,Amy Cutler,Print,1974.0,0.0,Unknown,Museum of Modern Art,Female,No,American,Unknown,1970.0
517,Amy Gartrell,Drawing,1974.0,0.0,Unknown,Whitney Museum of American Art,Female,No,American,White,1970.0
518,Amy Granat,Photograph,1976.0,0.0,Unknown,Museum of Modern Art,Female,No,American,Unknown,1970.0
519,Amy O'Neill,Print,1971.0,0.0,Unknown,Museum of Modern Art,Female,No,American,Unknown,1970.0
520,Amy Sillman,Drawing,1955.0,0.0,Unknown,Museum of Modern Art,Female,No,American,Unknown,1950.0
521,Amèrico Balán,Print,1915.0,1986.0,Unknown,Museum of Modern Art,Male,No,Argentine,Unknown,1910.0
522,Amédée Ozenfant,Painting,1886.0,1966.0,Unknown,Museum of Modern Art,Male,No,French,Unknown,1880.0
523,An-My Lê,Installation,1960.0,0.0,Unknown,Museum of Modern Art,Female,No,American,Unknown,1960.0
524,Ana Maria Moncalvo,Print,1921.0,2009.0,Unknown,Museum of Modern Art,Female,No,Argentine,Unknown,1920.0
525,Ana Mendieta,Photograph,1948.0,1985.0,Hispanic,San Francisco Museum of Modern Art,Female,No,American,Unknown,1940.0
526,Analia Saban,Sculpture,1980.0,0.0,Unknown,Museum of Modern Art,Female,No,Argentine,Unknown,1980.0
528,Anatol Stern,Design,1899.0,1968.0,Unknown,Museum of Modern Art,Male,No,Polish,Unknown,1890.0
529,Anatol' Petryts'kyi,Illustrated Book,1895.0,1964.0,Unknown,Museum of Modern Art,Male,No,Ukrainian,Unknown,1890.0
530,Anatole Saderman,Photograph,1904.0,1993.0,Unknown,Museum of Modern Art,Male,No,Argentine,Unknown,1900.0
531,Anatoli Lvovich Kaplan,Print,1902.0,1980.0,Unknown,Museum of Modern Art,Male,No,Russian,Unknown,1900.0
533,Anatoly Skurikhin,Photograph,1900.0,1991.0,Unknown,Museum of Modern Art,Male,No,Russian,Unknown,1900.0
534,Anatoly Timofeevich Zverev,Drawing,1931.0,1986.0,Unknown,Museum of Modern Art,Male,No,Russian,Unknown,1930.0
535,Anders Petersen,Photograph,1944.0,0.0,Unknown,Museum of Modern Art,Male,No,Swedish,Unknown,1940.0
537,Andrea Bowers,Drawing,1965.0,0.0,Unknown,San Francisco Museum of Modern Art,Female,No,American,Unknown,1960.0
538,Andrea Branzi,Architecture,1938.0,0.0,Unknown,Museum of Modern Art,Male,No,Italian,Unknown,1930.0
539,Andrea Büttner,Print,1972.0,0.0,Unknown,Museum of Modern Art,Female,No,German,Unknown,1970.0
540,Andrea Cascella,Drawing,1920.0,1990.0,Unknown,Museum of Modern Art,Female,No,Italian,Unknown,1920.0
541,Andrea Fraser,Print,1965.0,0.0,Unknown,Museum of Contemporary Art,Female,No,American,White,1960.0
542,Andrea Geyer,Video,1971.0,0.0,Unknown,Museum of Modern Art,Female,No,German,White,1970.0
543,Andrea Modica,Photograph,1960.0,0.0,Unknown,Denver Art Museum,Female,No,American,White,1960.0
546,Andrea Zittel,Installation,1965.0,0.0,Unknown,Whitney Museum of American Art,Female,No,American,White,1960.0
548,Andreas Feininger,Photograph,1906.0,1999.0,Unknown,Whitney Museum of American Art,Male,No,American,White,1900.0
549,Andreas Gursky,Photograph,1955.0,0.0,Unknown,Museum of Modern Art,Male,No,German,Unknown,1950.0
550,Andreas Moritz,Design,1901.0,1983.0,Unknown,Museum of Modern Art,Male,No,German,Unknown,1900.0
551,Andreas Siekmann,Drawing,1961.0,0.0,Unknown,Museum of Modern Art,Male,No,German,Unknown,1960.0
552,Andreas Slominski,Print,1959.0,0.0,Unknown,Museum of Modern Art,Male,No,German,Unknown,1950.0
553,Andreas Walser,Photograph,1908.0,1930.0,Unknown,Museum of Modern Art,Male,No,Swiss,Unknown,1900.0
554,Andrei Bokov,Architecture,1943.0,0.0,Unknown,Museum of Modern Art,Male,No,Russian,Unknown,1940.0
